Datum dobave,SIPXbase,SIPXeuro-peak,SIPX1,SIPX2,SIPX3,SIPX4,SIPX5,SIPX6,SIPX7,SIPX8,SIPX9,SIPX10,SIPX11,SIPX12,SIPX13,SIPX14,SIPX15,SIPX16,SIPX17,SIPX18,SIPX19,SIPX20,SIPX21,SIPX22,SIPX23,SIPX24,SIPX25
11/12/23,95.44,101.5,88.66,85.36,83.41,81.14,76.52,83.6,83.96,84.16,86.45,89.75,88.49,85.99,88.09,86.41,89.97,106.83,119.22,127.32,128.71,120.82,110.21,107.33,100.14,88.02,
11/11/23,96.82,103.59,87.3,85.89,85.88,83.21,82.71,85.44,86.3,88,92,94.89,91.28,90.22,87.94,87.8,91.5,102.87,116.31,127.98,135.76,124.47,113.51,102.58,92.38,87.41,
11/10/23,98.71,115.91,65.85,59.75,53.74,48.36,50,77.23,97.4,110.49,113,110.63,99.27,98.94,101.25,109.16,116.04,119.96,129.23,134.77,135.1,123.58,112.93,105.1,103.97,93.2,
11/09/23,98.84,112.45,74.46,69.72,70.78,73.82,75.74,83.98,109.61,120.06,122.85,110.45,100.08,95,90.16,92.32,100.61,116.3,138.86,139.31,130.29,113.13,100.01,86.19,84.04,74.36,
11/08/23,93.91,103.39,80.94,75.7,78.01,65.98,66.76,75.01,88.87,110.72,111.47,95.3,86.66,78.85,78.39,82.78,92.23,105.96,124.45,129.26,130.86,124.44,116.41,95.27,86.43,73.08,
11/07/23,110.29,127.51,81.88,78.8,71.42,68.01,70.25,88.15,125.11,135.1,144.17,129.46,100.01,89.03,86.21,88.79,128.39,135,150.35,163.2,165.81,149.68,130,92.98,95.14,80.13,
11/06/23,80.43,104.65,6.35,3,1.28,0.89,4.3,16.93,82.67,110.5,99.29,75.56,60.37,56.42,58.05,66.98,97.91,125.72,147.13,157.22,161.22,149.92,127.42,119.88,110.03,91.3,
11/05/23,30,45.64,8.71,6.59,5.18,2.98,4.24,7.99,8.22,15.08,19.84,26.67,39.42,40.13,36.98,24.62,32.21,49.86,64.87,73.44,76.31,63.28,46.86,27.3,22.86,16.42,
11/04/23,27.98,34.11,45.72,32.06,30,22.01,19.19,15.4,16.13,25.08,25.85,20,13.95,15.2,20,21.14,30.79,41.92,61.31,65.57,57.83,35.75,20.02,17.72,11.73,7.05,
11/03/23,66.73,94.83,15.17,11.47,10,5.73,9.73,23.6,70.3,115.54,97.48,89.59,84.42,76.97,70.33,70,76.38,110.27,116.13,128.73,122.6,95.08,78.65,54.48,45.53,23.34,
11/02/23,72.05,89.66,24.51,19.34,17.99,17.41,20.03,43.6,93.03,117.23,88.71,74.05,63.56,64.67,65.12,64.08,73.32,87.46,122.75,145.98,116.96,109.3,92.16,78.55,72.27,57.04,
11/01/23,63.86,72.38,64.97,55.81,50.44,51.44,49.38,56.16,75.29,81.71,82.08,69.23,55.54,49.26,47.64,48.37,61.85,78.76,87.83,92.19,100.75,95.09,62.82,54.43,40.07,21.43,
10/31/23,107.24,122.71,86.05,79.2,71.96,64.8,63.11,75.06,98.9,114.42,115.01,105.18,96.78,103.78,101.89,100.02,107.72,120.28,135.11,161.81,172.04,152.92,125.88,115.92,106.58,99.34,
10/30/23,97.83,127.86,8,8.59,8.36,10.02,17.43,74.54,108.92,123.1,111,103,90,96.17,102.54,114.62,123.98,139.45,164.25,165.84,171,152.41,129.4,115.41,114.24,95.64,
10/29/23,35.21,38.38,39.99,23.94,8.52,7.53,6.93,7.19,7.5,31.21,26.61,8.42,8.12,7.53,7.68,7.06,7.97,14.36,51.03,77.45,82.82,97.37,90.77,82.99,73.89,56.71,46.58
10/28/23,95.52,101.58,84.6,68.61,64.59,55,57.9,62.72,65.27,119.71,117.94,116.75,87.01,69.67,63.73,60.37,62.94,75.98,109.85,133.15,171.48,150.14,137.54,125.67,117.83,114,
10/27/23,118.75,132.4,104.56,96.86,91.6,88.63,88.11,97.77,125.77,145.02,154.6,152.7,141.51,131.23,119.16,114.84,108.48,115.53,124.64,135.66,145.44,144.95,127.35,103.83,98.05,93.7,
10/26/23,123.76,138.63,90.55,91.17,89.28,88.09,90.53,100,126.03,150.07,154.12,149,146.37,140,131.11,120.09,119.6,122.29,129.25,139.52,156.36,155.86,137.6,121.41,117.06,104.85,
10/25/23,123.16,136.9,99.07,94.56,89.51,86.12,81.23,92.13,119.46,146.42,149.3,141.59,129.58,124.62,117.87,115.48,120.94,134.53,137.73,144.48,156.78,169.9,142.35,129.27,120.06,112.8,
10/24/23,124.43,135.97,101.33,97.21,94.54,89.46,94.21,98.58,143.52,166.27,160.52,136.35,128.37,125,118.99,112.54,114,136.13,144.9,142.92,155.51,156.44,133.45,119.31,114.1,102.78,
10/23/23,134.29,144.76,101.54,100.27,101.28,99.94,98.34,104.43,141.26,173.66,192.5,151.41,128.07,109.03,102.26,103.22,107,127.78,147.08,173.33,191.42,204,165.43,143,118.36,138.25,
10/22/23,67.22,76.1,56.44,30.36,18.61,15.63,18.35,34.32,30.26,58.2,66.87,72.98,64.18,56.95,44.99,29.19,41.56,60.2,81.07,120.06,135.71,139.4,126.38,112.47,102.18,96.9,
10/21/23,56.67,60.82,53.1,37.27,39.74,32.28,33.18,31.69,41.17,67.34,73.25,58.31,44.83,31.1,20.8,10,13.21,55.49,78.9,101.65,124.1,118.16,99.83,80.37,74.1,40.15,
10/20/23,105.68,116.97,80.71,67.55,80.68,78.93,81.85,99.22,133.06,148.09,140.35,124.76,118.1,111.3,101.01,92.61,92.83,95.44,101.03,126.49,149.89,149.86,124.11,93.53,87.84,57.1,
10/19/23,113.21,132.89,72.11,77.64,59.71,36.47,78.6,90.43,121.41,188.8,145.12,127,121.97,122.02,123.77,116.72,116.63,122.27,131.34,130.33,171.65,165.9,117.01,97.82,97.32,85.08,
10/18/23,114.17,115.66,90.47,88.86,88.12,89.17,91.63,98.7,142.87,170,151.41,125.69,95.98,76.92,70.09,64,72.13,92.17,126.57,150.19,178.18,184.53,152.86,126.44,123,90.03,
10/17/23,142.86,153.77,127.58,114.04,108.35,103.73,109.83,123.03,152.9,188.91,188.43,163.02,135.63,117.27,113.38,113.38,146.19,153.19,161.61,177.9,191,184.22,174.99,145.39,128.86,105.74,
10/16/23,135.82,149.04,95.49,87.58,87.54,84.22,87.98,98.79,139.56,159.37,166.59,152.58,121.26,112.34,121,103.67,109.49,116.75,138.96,190.8,215.09,240,204.99,171.1,135.2,119.22,
10/15/23,63.84,74.59,38.08,18.6,10.44,13.68,10.24,11.04,12.46,48.96,60.89,76.64,66.89,77.57,52.7,10.32,8.89,62.52,81.33,102.12,145.79,149.39,141.1,129.67,115.63,87.23,
10/14/23,89.28,99.09,56.66,54.51,44.99,58.71,70.28,69.71,92.71,120.97,126.53,94.89,66.93,65.96,42.4,22.49,39.69,84.1,127.1,155,180,183.98,124.62,102.82,90.63,67,
10/13/23,132.91,133.77,123.99,115,107.14,101.4,103.09,123.56,170,199.61,154.1,132.05,104.7,85.05,102,102,111.81,145,164.11,144.48,169.99,190,152.92,138.85,143.67,105.28,
10/12/23,126.82,139.36,86.98,91.43,95.07,89.61,89.04,102.6,126.5,158.19,148.39,139.62,126.3,120.41,110.97,104.29,108.38,120,123.48,154.31,190,226.2,169.28,129.36,123.5,109.84,
10/11/23,124.87,141.11,87.39,81.39,85.23,84.07,85.48,110.97,170.36,163.31,143.21,135.4,111,111,117.08,118.54,120.47,126.43,140.69,169.4,190,210.1,130.65,108.98,100.88,94.89,
10/10/23,135.02,150.3,104,100.6,99.9,99.52,97.67,110.02,135.87,186.98,188.46,158.27,117.63,123.71,113.02,107,123.71,127.77,165.18,188.9,195,195,166.3,123.58,112.51,99.81,
10/09/23,123.11,137.13,91.11,87.45,82.44,77.4,75,79.05,116.7,137.58,154.2,130.17,113.76,105.51,103.05,102.73,107.01,115.77,140.38,162.31,189.02,221.7,184.5,145,120,112.7,
10/08/23,88.18,87.44,76.81,73.22,71.54,71.18,71.81,77.09,83.51,99.17,91.74,87.62,76.65,68.57,58.64,55.14,54.59,70.8,85.78,109,131.93,158.76,131.85,110.2,104.42,96.34,
10/07/23,65.91,54.09,98.9,82.12,81.79,69.92,40.46,44.2,82.57,100.63,99.17,78.67,46.44,20.11,10.73,0.23,1,22.01,73.11,86.44,102.28,108.91,100,83.99,76.19,72,
10/06/23,102.73,106.38,87.39,84.86,79.66,75.06,81.64,86.09,126.51,164.15,122.01,104.39,86,73.46,79.5,70.38,79.03,100.57,111.21,144.1,132.77,173.08,124.12,102.05,96.18,81.24,
10/05/23,105.9,113.84,88.02,84,77.41,72.22,77.38,88.85,113.68,128.93,131.46,107.11,87.33,81,78.85,76.74,80.03,89.2,100.49,119.2,171.85,242.84,139.4,109.93,100.98,94.58,
10/04/23,83.13,99.8,45.56,19.77,17.16,20.39,21.17,55.99,99.87,125.3,127.55,107.62,80.05,71.82,49.34,53.22,48.36,90,112.67,122.88,149,185.1,132.84,95.06,85.59,78.75,
10/03/23,82.77,84,97.58,87.56,67.67,30.11,31.86,66.79,108.63,175,127.92,94.89,74,24.97,8,13.22,45.94,86.17,112.85,114.4,146.18,159.51,112.34,81.58,78.62,40.57,
10/02/23,116.78,123.34,94.9,93.17,93.4,92.02,95.68,99.33,124.79,142.85,144.5,127.68,103.12,87.81,86.1,84.38,87.02,90.5,110.6,131.78,190.72,235.89,160.07,120,106.5,100,
10/01/23,73.15,50.41,102.73,94.14,88.6,81.1,80.24,81.82,82.23,88.08,82.1,62.73,40,8.99,0,-0.98,-0.6,1.53,62.73,98.33,120.06,130,130,115.16,106.62,99.97,
09/30/23,91.27,81.98,92.37,89.17,88.85,88.72,88.28,92.1,105.3,109.35,110.06,104.98,87.29,70.07,42.76,9.8,15.04,56,85.01,107.03,134.56,161.15,132.83,111.37,107.4,101.04,
09/29/23,104.79,103.55,108.5,96.89,88.81,84.85,86.45,92.74,122.43,136.19,130.05,106.65,92.07,87.37,82.05,72.44,77.04,90.7,98.8,121.38,135.85,148.22,134.43,113.4,106.57,101.07,
09/28/23,109.86,119.19,86.73,80.6,70.11,62.65,73.5,86,112.03,126.25,129.56,110.85,93.36,88.56,85.75,83.64,87.7,92.02,99.89,129.1,177.99,251.9,155.01,127.05,116.85,109.63,
09/27/23,116.46,120.31,105.51,102,101.76,96.84,99.74,107.8,137.77,170,161.07,124.93,102.33,93.26,90.2,87.34,87.99,90.97,104.69,130.1,171.47,199.34,138.88,107.58,96.38,87.15,
09/26/23,124.38,125.18,113.55,107.99,104.93,104.58,103.62,107.99,142.86,201.58,149.49,121.99,106.11,104.73,98.74,96.96,94.56,98.02,104.51,132.7,166.93,227.4,160.34,126.27,108.06,101.28,
09/25/23,102.11,126.76,34.63,10,1.09,0.07,0.49,49.98,104.73,139.15,143,118.32,94.65,89.01,78.02,76.11,84.09,92.06,97.46,123.46,186.65,338.27,225.46,133.51,121.71,108.81,
09/24/23,66.64,43.61,98.71,87.24,77.73,74.78,78.58,83.6,84.44,86.87,83.2,59.36,1.06,0.85,-0.02,-0.5,-1.28,0,5,91.56,129.1,155,134.98,105,92.12,72.04,
09/23/23,101.09,97.51,109.04,100.79,97.05,91.72,89.19,91.78,98.88,107.2,109.99,104.68,90.75,84.9,79.89,70.55,56.95,90.37,89.18,109.61,129.78,153.44,145,117.91,106.92,100.54,
09/22/23,102.47,106.01,88.43,87.16,80.45,74.86,72.19,83.04,104.53,134.72,133.59,116.47,99.64,90.93,85.65,79.03,82.02,91.53,93.17,116.97,130.46,152.64,135.34,117.46,105.93,103.06,
09/21/23,102.77,117.39,74.62,68.46,58.82,44.45,53.8,77.04,108.52,116.5,115.82,103.84,95.27,88.68,86.01,87.11,92.62,93.8,106.02,121.63,172.96,244.88,145.92,114.8,100.1,94.75,
09/20/23,95.34,103.36,62.46,48.06,37.59,43.89,49.86,79.97,124.99,124.99,106.1,86.86,86.65,66.16,92,90.69,76.19,68.91,73.57,114.79,170.46,207.97,160.02,125.99,105.19,84.78,
09/19/23,87.57,110.91,9.36,3.08,1.09,1.12,12.85,74.14,116.6,131.08,119.99,93.61,78.9,78.09,86.79,77.4,111.37,112.91,135.06,134.23,127.57,174.99,145,113.86,85.53,77.09,
09/18/23,94.33,92.3,93.26,87.28,81.73,81.93,80.17,87.84,115.47,132.39,129.94,105.85,90.65,74.3,56.41,32.69,51.68,73.02,85.11,110.22,138.12,159.63,127.55,104.44,92.27,71.9,
09/17/23,85.64,67.02,108.99,105.14,101.39,95.27,94.91,95.2,95.12,99.1,90.66,80.44,66.57,39.48,21.21,4.08,4.3,38.7,88.77,100.94,123.11,146,129.54,118.25,108.91,99.18,
09/16/23,93.11,86.05,96.24,94.02,89.35,85.61,85.07,88.54,97.95,103.54,101.23,90.79,79,64.97,54.48,32.44,34.4,74.46,86.07,115.6,129.11,170,140.1,116.96,105.03,99.63,
09/15/23,109.24,108.57,100.89,97.01,96.09,93.46,92.06,100.79,132.35,146.83,125.07,104.38,93.58,89.46,90.1,90.1,72.23,93.72,96.3,126.08,149.61,172.15,146.86,115.48,101.4,95.77,
09/14/23,122.68,127.97,96.3,94.59,96.08,95.88,92.23,101.54,136.13,169.59,150,117.99,96.82,100.84,91.16,89.64,117.8,119.78,129.02,132.62,168.98,221,180.48,132.42,114.13,99.37,
09/13/23,112.43,114.25,106.45,99.9,98.8,96.34,93.97,99.4,127.09,137.85,137.72,124.91,103.21,96.86,94.35,92.95,92.69,103.67,109.92,120.51,137.3,156.86,140.27,122.79,106.41,98.07,
09/12/23,127.32,129.8,105.68,101.72,102.21,100.71,101.81,111.16,146.75,202.67,145.58,123.22,109.1,101.59,96.61,94.23,97.12,99.9,109.02,137.32,180.74,263.16,179.46,136.62,115.55,93.77,
09/11/23,143.91,142.65,105,97.18,96.03,91.71,91.61,101.51,138.95,172.7,136.44,113,95.16,91.28,89.37,89.79,90.7,92.53,100.18,132.01,255.1,426.18,376.16,206,145.22,119.94,
09/10/23,83.65,60.13,105.85,103.48,102.23,99,92.36,95.71,96.7,95.82,91.88,75.37,54.83,18,8.28,0.03,0,27.57,79,99.81,120.3,146.5,148.44,131.57,113.93,100.86,
09/09/23,91.35,73.33,105.2,102.47,100.01,100,99.14,99.56,103.7,103.84,96.09,89.77,68.54,65.53,27.98,11.39,14.13,57.89,78.8,97.28,120.6,151.91,152.73,131.78,110.9,103.16,
09/08/23,106.37,105.18,84.62,81.52,82.06,82.1,86.1,91.91,110.56,131.43,121.91,99.63,86.61,82.48,75.38,70.92,72.65,80.23,88.41,107.9,163.91,212.1,188.48,132.08,113.93,105.98,
09/07/23,99.56,96.25,95.42,91.37,88.83,83.74,86.34,91.48,112.88,130,126,102.68,80.59,63.92,67.22,67.51,72.84,82,88.3,103.14,133.53,167.27,146.99,118,101.4,87.95,
09/06/23,104.59,102.28,88.89,85.52,86.93,88.6,90.12,99.55,115.66,137.31,119.19,97.73,88.65,82.1,75.24,74.72,75.48,82.5,91.44,105.87,145.83,188.55,166.04,123.13,105.5,95.72,
09/05/23,102.02,99.66,92.2,88.33,88.61,88.53,87.36,93.85,110.49,124.1,117.57,97.78,88,81.85,76.73,75.1,77.99,83,88.51,103.26,129.1,176.98,153.53,121.95,107.61,96.03,
09/04/23,105.07,103.1,97.59,90.15,88.23,85.1,85.67,96.12,117.21,138.21,128.14,109.36,92.88,82.07,79.02,76.16,74.85,83.29,89.34,106.2,132.24,183.7,163.72,122.38,104.92,95.2,
09/03/23,80.9,58.3,105.28,100.88,99.38,97.98,97.23,95.62,94.76,91.61,87.4,81.9,60.3,43.43,21.37,11.33,4.94,15.71,53.66,91.74,106.5,121.33,132.66,117.75,108.69,100.19,
09/02/23,95.01,86.37,107.46,102.7,100,95.05,93.39,96.03,99.66,101.09,100.22,94.58,89.77,79.9,76,62.99,55.35,69.4,80.01,93.45,110,124.74,130.08,115.27,105.64,97.34,
09/01/23,114.9,116.53,98.9,95.97,93.29,91.68,91.16,95.18,111.93,128.39,127.85,110.9,101.86,96.52,92.02,88.9,87.59,93.1,98.43,115,145.72,240.44,187.08,132.47,118.56,114.65,
08/31/23,108.64,109.29,96.31,91.76,91.43,91.13,92,95.02,115.69,141.29,139.91,122.35,102.83,94.31,90.06,90.73,90.7,94.82,99.07,111.42,132.78,142.46,142.78,134.19,107.42,96.89,
08/30/23,116.09,117.92,100.12,98.6,96.36,93.94,95.19,96.7,124,140.55,138.28,124.35,111.66,107.36,104.5,101.36,99.99,104.61,110.72,119.82,137.39,154.95,170.31,134.4,119.49,101.59,
08/29/23,118.11,123.74,104.16,96.97,95.04,93.73,93.52,97.27,119.79,141.83,159.72,147.1,128.58,114.51,109.76,101.12,98.53,102.92,107.69,129.99,136.97,147.95,146.01,136.68,122.08,102.81,
08/28/23,121.07,131.62,93.31,88.52,85,80.66,82.62,92.2,110.8,138,141.23,124.32,116.31,114.58,105,101.2,103.36,117.16,131.73,158.82,157.02,208.67,185.32,138.08,123.72,107.94,
08/27/23,102.76,97.92,102.39,97.5,95.94,94.83,96.26,95.17,96.22,94.23,94.1,94.92,92.37,92.75,91.83,83.97,78.05,80.51,89.99,110.33,120.13,146.04,161.87,134.83,119,102.99,
08/26/23,108.89,105.53,109.9,104.1,101.91,99.52,95.43,92.09,95.48,95.9,98.3,92.64,85.69,80.71,82.71,79.26,88.04,108.22,110.43,124.94,149.33,166.09,179.14,140.01,122.98,110.63,
08/25/23,134.89,141.37,105.24,103.24,95.71,95.9,97.26,106.2,124.22,135.12,139.42,129.03,116.67,110.84,110,101.14,121.37,122.07,141.1,168.93,220,215.85,214.07,198,147.93,117.93,
08/24/23,156.86,162.49,133.82,124.95,118.05,113.18,116.93,129.83,156.94,161.22,160.45,131.97,116.04,109.98,117,136.73,144.5,155.45,170.01,205.1,231.62,271.05,259.99,195.53,169.05,135.13,
08/23/23,156.67,161.8,123.89,112.67,109.9,106.2,108.44,114.02,140.62,161.18,157.41,136.5,120.14,112.97,124,127.23,138.81,158.98,172.78,191.18,225.5,276.12,289.17,240.79,172.82,138.67,
08/22/23,128.82,126.35,113.69,104.74,103.17,103.13,104.21,111.73,133.31,146.39,136.82,115.91,102.4,99.67,95.09,93.57,96.24,110,135,129.3,185.95,216.29,206.6,175.12,145.8,127.6,
08/21/23,118.48,116,111.95,101.67,98.71,94.29,93.46,103.4,109.24,127.09,133.31,113.58,103.37,97.44,94.52,95.07,96.3,102.58,108.71,120,143.99,183.12,196.69,164.06,136.01,115,
08/20/23,89.96,66.56,113.99,110.59,105.17,104.87,102.14,102.94,102.65,99.69,98.99,86.62,71.47,44,21.86,13.25,13.84,33.81,78.98,95.1,112,128.8,139.97,139.54,126.71,111.95,
08/19/23,83.14,63.93,101.78,94.45,89.9,84.91,83.62,86.62,95.38,89.05,83.02,79.37,69.4,41.83,25.45,14.86,12.59,25.01,73.95,99.44,113.73,128.48,133.7,132.53,123.71,112.54,
08/18/23,106.2,102.96,104.95,100.21,100.26,95.66,98.04,100.93,113.8,116.99,114.22,106.11,95.85,89.05,86.28,82.85,84.16,89.01,97.79,109.86,127.43,152.95,149.57,126.04,107.85,98.83,
08/17/23,108.37,106.86,104.88,98.38,97.95,94.98,92.42,98.51,112.82,125,126.61,110.93,100.96,95.26,91.62,89.98,89.98,94.07,99.45,110.56,125.68,147.16,141.33,128.71,116.63,107,
08/16/23,108.39,106.34,106.43,97.45,92.83,92.49,90.53,93.65,110.84,128.04,125.78,108.49,97.79,92.27,90.1,86.04,89.62,93.09,97.2,109.81,130.58,155.31,156.97,136.1,119.9,99.99,
08/15/23,79.42,57.54,99.6,92.65,89.93,89.96,87.67,87.1,89.73,84.46,73.1,69.78,49.49,9.28,9.94,18.71,23.54,45.85,70.26,92.63,104.34,123.58,139.49,133.04,114.05,107.89,
08/14/23,88.73,78.54,95.65,86.73,79.89,62.68,84.37,91.44,103.07,91.49,87.1,79.19,34.71,24.04,59.37,61.17,64.46,74.1,82.09,99.91,114.52,161.76,149.82,130,110.99,101.06,
08/13/23,55.28,25.42,90.1,81.95,78.8,69.66,69,72.02,78.9,48.46,4.9,-6.66,0.14,4.58,-0.8,0.09,1.46,6.76,17.45,72.55,98.57,106.01,114.85,120,99.63,98.37,
08/12/23,58.27,25.61,103.54,96.77,96.68,93.86,93.91,82.42,84.07,12.91,4.9,4.8,6.63,-3.34,-5.09,-0.26,6,6.92,20.4,67.58,92.25,106.47,111.16,112.28,107.3,96.32,
08/11/23,78.72,54.41,103.56,97.79,95.79,93.92,94.35,96.87,96.63,82.08,76.14,42.99,12.72,12.36,18.32,6.24,7.3,58.01,84.58,97.98,109.01,127.31,139.56,129.6,106.07,100.02,
08/10/23,89.65,80.58,96.27,91.99,89.15,79.98,80.17,92.02,98.22,104.54,103.16,94.99,80.15,65.98,67.05,42.95,46.76,68.99,80.01,93.46,100.42,123,130.8,125.51,102.63,93.5,
08/09/23,89.52,83.63,80.46,72.18,70.1,67.81,74.12,83.95,98.16,105.7,106.44,98.31,88.97,81.65,67.91,62.24,48.76,70.1,72.89,88.08,98.9,119.29,138.13,130.92,122.47,100.96,
08/08/23,25.96,21.42,6.12,0.3,2.2,-2.36,-1.26,0.38,7.68,20.65,47.96,11.94,5.52,15.46,-1.62,-4.28,-7.52,-1.3,11.73,27.4,59.76,92.03,91.56,92.9,87.07,60.6,
08/07/23,47.84,45.58,53.09,39.95,16.38,7,8.89,11.52,66.74,71.67,69.72,46.97,12.23,8.59,9.12,7.65,5.72,100.18,95.22,90.36,47.21,53.99,190,70.42,35.62,30,
08/06/23,46.35,34.24,86.4,63.35,54.38,48.76,39.79,26.65,22.19,52.03,50.01,41.61,40.85,36.72,29.73,9.62,9.09,7.35,15.69,30.25,57.12,82.83,91.42,96.19,71.86,48.48,
08/05/23,88.43,79.25,101.55,94.9,92.58,90.3,90.24,90.54,93.76,91.95,91.82,88.07,80.1,73.8,65.01,58.91,58.04,61.71,71.67,88.43,98.38,115.06,127.23,113.28,98.03,87.03,
08/04/23,101.47,99.46,90.14,83.85,80.92,79.25,81.42,86.42,102.45,119.21,118.36,102.94,95.16,90.68,86.92,80.81,77.84,77.11,86.31,102.62,127.04,147.7,156.66,141.48,121.39,98.49,
08/03/23,60.99,62.98,41.1,11.46,4.34,5.61,10.52,52.34,70.03,80.43,74.66,63.16,53.7,41.58,37.75,29.19,31.19,59.55,68.42,85.1,101.42,109.98,131.41,116.67,96.22,87.96,
08/02/23,68.37,58.83,89.38,77.54,69.62,67.07,69.31,81.81,93.58,101.04,92.2,84.74,76.07,64.5,52.02,33.08,26.57,25.69,37.93,53.83,70.32,89.02,95.19,81.1,65.7,43.59,
08/01/23,89,94.13,79.38,59.48,57.86,56.94,57.9,63.4,88.59,94.28,97.28,91.32,89.66,86.66,79.07,83.24,84.19,92.34,99.53,101.79,109.49,115,130.38,122.96,102.55,92.78,
07/31/23,76.62,80.04,61.03,50.51,44.09,30.3,28.91,50.31,83.71,90.08,89.7,86,75.65,69.74,67.92,63.04,63.25,66.95,74.25,79.59,103.43,120.99,124.01,120.17,102.39,92.87,
07/30/23,46.61,21.51,84.5,74.9,67.81,57.79,51.6,51.7,47.34,37,29.82,8.48,0.01,12.98,0.81,-3.41,-0.04,16.32,5.73,45.81,53.41,88.14,108,110,99.83,70.05,
07/29/23,79.4,63.09,103.09,95.09,91.17,85.66,88.97,87.03,85.7,87.91,85.79,81.71,75.5,63.75,56.78,39.62,19.46,19.79,48.42,68.35,94.98,102.94,110.46,115.54,105.76,92.18,
07/28/23,97.75,95.71,88.63,79.59,78.13,79.2,80.02,89.53,100.4,111.13,112.99,107.87,99.54,93,85.87,80,75.65,76.1,80,100.29,108.14,129.11,141.4,131.56,115.7,102.06,
07/27/23,95.43,95.61,98.36,82.69,76,71.06,70.65,79.81,93.3,101.49,104.3,99.12,96.8,85.83,86.45,80.01,78.33,80.28,89.85,105.72,116.6,124.08,123.01,124,119.79,102.8,
07/26/23,102.29,104.49,97.96,89.31,86.26,79.65,79.64,86.83,101,107.61,110.07,110.01,101.53,95.2,89.84,93.23,92.17,97.83,107.16,109.8,117.24,129.84,132.88,125.68,114.78,99.55,
07/25/23,104.58,105.22,96,86.55,84.95,84.57,84.04,95.43,108.73,138.38,144,110.35,101.21,98.99,98.15,87.52,84.24,85.54,100.1,108.63,114.72,129.17,130.61,128.11,111.35,98.5,
07/24/23,101.54,105.78,77.14,70.02,68.99,72.01,72.09,87.11,101.81,115.49,114.89,105,99.94,94.62,89.01,84.04,80.06,83.98,105.45,127.62,139.72,145,146.16,129.48,120.44,106.92,
07/23/23,45.01,25.44,101.78,87.08,68.83,33.22,17,11.09,5.09,2.88,3.42,0.09,0,0.01,-0.01,22.02,-0.46,0.97,22.12,58.62,93.96,104.48,110,119.55,112.55,105.88,
07/22/23,83.51,62.12,104.62,102.44,93,94.36,89.93,88,88.8,86.18,82.93,72.84,59.68,46.56,41.1,22.34,19.52,29.05,49.19,85.26,110,126.94,140.88,134.69,124.1,111.71,
07/21/23,116.36,113.57,103.22,98.27,95.35,93.13,95.28,100.1,114.7,144.58,120.4,103.09,96.99,94.37,94.54,92.8,95.66,96.31,115.12,123.6,130.62,199.3,198.42,147.77,127.63,111.27,
07/20/23,109.17,102.93,104.32,99.6,91.34,88.22,89.24,92.16,114.44,115.16,111.45,99.95,93.18,88,99.58,86.49,88.1,86.5,83.93,97.9,134.13,166,180.79,157.06,135.45,117.04,
07/19/23,122.85,125.32,108.11,102.52,97.25,95.21,95.56,100.26,118.38,121.44,117.88,99.9,111.57,109.99,104.87,109.99,123,113.63,119.54,125.64,192.68,175.1,195.1,166.91,129.53,114.45,
07/18/23,114.19,111.46,102.73,96.12,88.47,86.43,86.72,93.22,103.18,113.87,110,94.73,85.44,92.5,92.5,88.2,92.5,91.66,105.22,141.4,162.49,180.85,189.71,180.05,139.26,123.38,
07/17/23,108.18,102.5,106.77,98.45,93.06,85.82,87.39,94.95,115.25,127.75,112.35,94.92,78.56,75.4,77.73,90.5,86.1,91.1,124.78,117.26,131.35,150,150,149.51,136.66,120.63,
07/16/23,39.21,28.47,60.9,19.89,7.44,4.62,2.66,2.35,0.95,2.26,-1.76,0.43,6.79,11.32,1.82,0.49,0.49,42.03,34.44,56.58,76.14,112.83,129.45,130.01,121.8,117.04,
07/15/23,37.71,23.06,89.21,62.96,29.15,20,16.97,13.69,21.36,22.6,29.95,17.41,4.63,0.01,0,-0.11,-0.66,-0.05,2.77,25.53,77.21,120,100.52,96.78,83.2,71.82,
07/14/23,95.07,87.2,101,96.36,92.02,89.76,90.55,96,107.61,110.91,101.58,85.07,79.71,76.54,73.95,69.69,74.65,76.48,80.89,93.89,105.6,128.33,131.96,119.36,103.6,96.07,
07/13/23,111.17,109.47,106.58,98.46,94.66,93.26,93,96.13,107.28,121.98,119.1,104.79,95,100.3,103.38,100.3,100.4,108.21,111,114.65,118.16,138.33,143.83,145.73,135.8,117.72,
07/12/23,113.27,117.92,98.47,91,90,82.09,83.45,84.94,101.8,118,120,109.28,103.44,108.51,108.02,108.95,113.99,116.89,123.01,124.98,131.01,146.91,154.93,150.69,131.9,116.26,
07/11/23,120.42,118.88,124.41,115.21,105.1,99,95.5,106.34,120.13,125,120.95,105.1,97.13,98.21,110.64,111.54,114.11,115.55,117.9,129.74,140,165.67,171.14,150.37,134.76,116.46,
07/10/23,121.22,117.56,112.49,102,94.3,91.94,93.31,105.11,119.76,131.73,134.27,117.95,105.28,96.72,90.86,87.96,90.34,118.7,126.6,132.49,144.05,165.49,175.52,176.39,162.34,133.7,
07/09/23,89.56,69.48,109.44,101.74,101.82,96,97.25,99.35,97.97,94.54,83.47,74.87,58.44,48.75,48.46,38.2,46.35,57.09,71.56,82.4,104.07,120.14,131.69,134.1,132.12,119.6,
