Datum dobave,SIPXbase,SIPXeuro-peak,SIPX1,SIPX2,SIPX3,SIPX4,SIPX5,SIPX6,SIPX7,SIPX8,SIPX9,SIPX10,SIPX11,SIPX12,SIPX13,SIPX14,SIPX15,SIPX16,SIPX17,SIPX18,SIPX19,SIPX20,SIPX21,SIPX22,SIPX23,SIPX24,SIPX25
03/18/24,81.38,87.68,64.12,57.14,58.31,58.11,61.91,67.2,82.38,97.3,94.45,82.8,72.61,66.58,67.03,68.58,71.5,77.62,87.13,102.83,134.75,126.33,107.46,89.32,83.18,74.37,
03/17/24,58.63,54.77,64.99,59.48,55.73,56.35,57.08,56.7,58.13,53.19,47.93,45.9,37.93,35.78,40.9,37.7,43.87,50.81,65.93,76.85,86.71,86.94,77.89,72.33,72.1,65.91,
03/16/24,56.36,55.38,56.15,44.95,43.58,41.57,43.03,48.09,54.85,58.61,53.23,47.01,44.88,42.58,38.23,29.49,35.84,48.32,62.25,75.3,89.17,98.31,83.88,73.78,72.4,67.1,
03/15/24,58.7,59.64,48.07,45.65,44.65,42.61,43.64,54.72,77.53,74.44,69.65,53.8,46.12,38.97,37.83,38.2,41.01,47.31,66.93,85.63,101.97,88.29,74.85,67.83,67.17,51.96,
03/14/24,71.23,72.69,63.29,56.9,57.52,57,61.74,68.08,82.99,90.14,81.99,65.71,54.32,52.33,52.72,56.51,57.99,66.37,77.61,93.11,112.35,101.22,84.78,87.63,69.58,57.73,
03/13/24,75.05,80.26,62.76,60.73,59.96,59.33,61.4,67.29,80.71,91.02,92.86,79,69.23,66.09,65.64,66.72,70.27,74.48,80.9,94.16,101.96,101.8,86.91,74.64,69.4,63.88,
03/12/24,83.52,91.66,68.94,65.56,66.51,65.2,65.8,70.72,84.33,95.16,100.4,93.57,82.63,76.62,73.64,74.1,76.2,83.22,93.71,103.93,122.4,119.53,94.19,81.4,77.55,69.19,
03/11/24,71.83,79.25,49.22,52.94,48.42,47.6,49.59,56.62,77.72,85.53,87.5,81.55,72.2,65.64,63.11,66.34,67,73.42,78.1,89.1,99.73,107.28,87.68,76.01,74.63,67.08,
03/10/24,39.6,33.5,48.65,46.06,40.98,35.55,32.39,32.28,33.91,39.49,38.36,32.85,13.07,14.03,8.95,5.74,10.97,23.41,51.77,61.36,70.79,70.66,64.25,59.46,58.68,56.71,
03/09/24,50.13,40.22,63.73,61.88,60.91,59.19,57.03,57.08,58.56,53.06,53.06,48.12,33.93,12.22,2.64,2.67,13.75,34.1,52.98,72.2,80.92,76.02,67.93,60.47,61.75,58.96,
03/08/24,72.78,71.23,70.63,66.96,67.01,65.99,68.83,71.57,87.31,95,88.89,74.36,57.97,54.68,56.82,54.06,60.85,56.56,72.4,86.47,97.07,94.68,86.52,74.57,71.3,66.25,
03/07/24,77.65,77.98,73.33,72.32,70.34,68.71,69.89,73.13,84.27,103.2,96.7,79.09,71.31,66.16,60.94,59.7,62.59,71.04,76.55,91.4,104.53,95.77,88.28,78.67,75.43,70.3,
03/06/24,82.52,86.43,71,70.7,70.46,69.74,70.46,73.91,83.98,106.64,108.7,87.21,71.65,68.3,69.26,69.29,70.64,73.26,81.07,98.88,119.33,119.52,93.97,80.18,77.98,74.34,
03/05/24,75.83,80.92,61.96,61.67,61.33,59.86,60.56,61.67,71.53,79.28,83.02,77,71.15,69.72,67.4,67.78,71.28,74.08,77.11,89.92,106.45,116.08,95.93,84.65,78.4,72.09,
03/04/24,74.87,77.4,69.13,67.9,67.41,66.22,65.59,70.83,81.18,96.67,102.97,85.02,60.87,57.89,58.77,60.1,62.5,69.86,76.7,89.8,105.18,99.13,80.52,71.39,67.42,63.93,
03/03/24,61.45,60.07,56.08,56.21,56.05,56,55.34,56.41,57.59,59,57.55,56.88,55.12,52.67,48.52,42.51,46.84,54.33,60.28,75.24,83.9,86.96,81.8,75,72.18,72.42,
03/02/24,64.72,68.69,59.95,56.03,56.02,55.48,54.88,55.99,56.58,60.67,63.76,65.75,60.44,59.86,56.27,54.9,59.86,66.08,73,80.84,93.6,89.9,76.98,70.45,65.8,60.2,
03/01/24,70.68,74.96,62.04,61.42,58.14,57.83,58.3,62.49,71.58,79.36,83.96,75.77,66.74,66.85,65.75,63.9,66.92,70.02,74.28,86.5,91.64,87.19,77.49,71.62,70.06,66.39,
02/29/24,67.15,69.76,60.93,59.48,57.06,55.19,55.58,62.39,74.79,83.07,81.03,72.51,61.96,57.33,54.79,56.2,60.25,67.45,76.07,82.33,86.26,80.99,72.77,67.25,64.9,60.9,
02/28/24,74.41,78.75,60.36,59.4,61.34,63.46,65.46,69.49,80.85,95.41,104.49,85.46,73.99,67.55,63.93,63.52,64.3,72.55,78.26,89.05,94.75,87.13,78.81,75.62,70.67,59.97,
02/27/24,73.8,78.89,57.62,57.55,57.35,56.87,57.35,64.12,77.92,91.25,94.98,80.81,68.71,64.57,58.9,58.91,63.9,70.19,75.49,94.92,110.09,105.17,88.01,79.77,71.71,64.97,
02/26/24,66.78,70.76,57.83,56.82,53.86,51.8,53.15,57.92,68.96,78.84,81.6,73.83,66.65,65.03,58.42,58.19,61.29,64.95,69.88,77.23,86.75,85.27,79.26,69.25,65.21,60.76,
02/25/24,60.67,62.3,56.57,55.44,55.39,54.89,55.19,55.07,56.82,59.92,62.37,62.39,56.26,54.1,50,46.03,49.84,55,66.41,77.64,88.91,78.66,69.92,65.67,65.23,58.38,
02/24/24,57.04,54.05,66.47,63.9,59.5,55.2,55.39,57.1,61.67,66.11,64.4,57.6,48.64,44.69,40.13,32.22,37.6,45,56.22,70.19,77.76,74.13,65.17,59.94,56.87,53.13,
02/23/24,55.94,67.01,11.11,18.22,13.03,10.38,15.06,48.18,67.84,79.4,74.23,69.81,59.49,55.96,54.13,51.59,58.47,61.92,70.41,77.63,86.44,84.01,72.97,69.26,67.98,65.1,
02/22/24,56.2,67.94,45.19,42.83,42.79,41.58,42.88,56.03,70.6,79.36,79.12,71.16,67.23,65.47,64.23,63.48,64.9,66.28,66.72,70.16,70.62,65.91,48.82,34.65,20.18,8.56,
02/21/24,63.41,68.8,54.55,50.77,48.32,46.57,48.26,53.3,72.04,82.64,84.44,69.44,64.1,60.39,53.01,52.28,60.02,67.41,70.94,80.36,84.42,78.82,71.87,62.67,57.57,47.7,
02/20/24,67.22,70.76,58.06,54.32,53.96,53.59,53.54,57.37,71.92,86.52,91.4,78.96,70.46,62.92,56.01,54.92,56,63.81,71.49,79.24,82.32,81.63,77.1,71.09,67.84,58.87,
02/19/24,67.62,77.3,44,44.76,44.85,43.91,44.92,51.57,71.43,80.67,85.3,76.14,73.33,73.15,70.3,69.78,69.43,73.44,75.6,81.89,96.06,83.2,75.41,68.31,66.27,59.07,
02/18/24,52.44,50.93,62,54.81,51.38,50.15,49.84,48.47,46.02,48.97,47.28,43.03,40.45,41,39.73,39.37,42.3,51.4,58.53,67.46,70.6,70,64.71,59.83,57.33,53.94,
02/17/24,66.82,70.15,60.92,59.13,60.03,55.64,55.13,58.64,56.72,60.92,65.42,63.41,62.39,59.72,57.57,55.13,59.04,66.11,72.52,84.93,106.49,89.05,79.97,73.98,71.77,69.11,
02/16/24,62.36,64.28,51.76,51.08,49.92,48.52,49.85,52.26,71.96,75.63,70.5,64.84,54.48,53,52.71,52.54,53.98,62.71,70.55,79.19,78.92,77.96,73.43,70.55,68.83,61.45,
02/15/24,70.96,76.18,59.95,58.47,57.11,55.9,56.84,63.01,76,82.02,83.92,76,70.1,66.06,64.58,66.01,66.88,73.25,82.73,88.94,90.92,84.8,78.06,72.44,67.3,61.69,
02/14/24,71.12,75.27,60.63,59.34,55.76,54.79,55.06,65.45,78.65,85.52,86.68,69.65,63.86,63.29,62,61.26,66.33,72.05,83.12,90.25,94.16,90.62,82.46,74.01,68.2,63.8,
02/13/24,74.75,78.3,68.59,65.37,63.41,60.49,60.06,63.59,71.11,87.42,89.22,75.12,69.21,63.87,60.53,60.26,63.1,70.7,88.11,97.72,103.65,98.13,88.84,83.27,75.3,67,
02/12/24,75.86,83.98,64.35,61.87,61.59,60.92,59.21,65,76,85.41,104,96.5,85.47,77.38,69.48,69.51,72.53,76.41,81.78,89.58,96,89.08,79.15,71.54,65.87,61.9,
02/11/24,60.96,65.26,56.06,53.94,52.6,46.83,43.19,46.05,49.11,52.38,55.03,58.32,60.92,63.97,62.63,57.2,58.13,61.39,66.23,75.41,82.63,81.2,76.77,70.72,68.39,64.01,
02/10/24,71.96,76.88,63.1,64.08,64.4,64.39,64.41,65.82,70.91,74.86,77.7,80.38,74.66,69.49,63.95,66.72,69.53,77.17,84.92,88.02,88.82,81.24,74.4,67.98,66.47,63.54,
02/09/24,73.99,80.92,61.36,59.1,56.66,54.79,54.44,58.5,71.03,81.41,83.22,80.05,74.46,71.94,69.67,72.36,76.67,81.49,85.49,92,94.35,89.33,85.33,76.33,74.91,70.94,
02/08/24,87.08,94.49,73.7,73.2,72.15,70.16,69.95,75.26,91.48,105.62,122.89,104.11,89.29,83.53,79.69,81.03,87.28,90.23,95.68,104.26,99.09,96.77,91.52,84.78,78.52,69.76,
02/07/24,77.24,88.75,45.8,41.99,40.95,47.01,50.5,58.45,75.62,85.43,85.86,83.13,78.5,75.55,73.68,75.1,75.48,83.26,91.1,109.97,126.74,106.67,96.28,87.24,82.56,76.84,
02/06/24,63.62,68.97,46.96,44.31,49.92,41.26,36.36,46.98,76.85,93.7,83.88,71.13,62.22,54.09,45.63,44.29,56.34,69.13,73.81,88.94,91.83,86.3,78.71,71.1,59.61,53.45,
02/05/24,58.71,67.01,29.31,29.71,17.65,9.06,7.25,49.75,85.78,106.44,91.4,75.38,59.83,48.94,34.94,28.49,52.2,69.99,78.16,90.7,89.58,84.55,80.26,71.51,63.98,54.28,
02/04/24,41.8,46.2,39.4,24.29,26.54,11.01,8.36,24.56,26.84,43.54,38.77,37.61,29.74,24.88,19.17,12.51,22.99,46.02,68.64,82.85,87.09,84.12,81.98,62.04,55.42,44.77,
02/03/24,61.03,61.36,67.2,64.49,50,45.43,45.07,52.07,61.7,77.81,66.33,60.62,53.04,45.27,41.58,40.61,43.78,58.46,71.76,83.06,87.45,84.31,79.8,75.68,59.39,49.75,
02/02/24,80.08,87.57,67.75,61.04,58,54.69,55.7,62.59,85.96,101.91,99.97,89,81.5,76.01,68.77,67.26,73.71,85.15,95.27,103.97,107.48,102.7,91.47,85.69,78.59,67.82,
02/01/24,87.63,91.4,79.56,77.66,71.73,67.66,75.1,87.74,95.63,107.68,99.71,88.8,85.72,81.26,77.53,79,82.06,90.56,88.72,100.94,114.15,108.38,95.86,86.91,84.34,76.47,
01/31/24,87.72,93.2,74.77,72.48,70.89,69.82,70.18,75.68,87.25,111.76,123.4,93.54,82.98,77.09,74.91,70.76,79.41,85.16,102.04,107.78,109.66,111.63,101.44,90.18,87.54,74.93,
01/30/24,80.93,85.11,71.94,68.76,69.37,67.02,66.62,69.37,85.55,95.55,96.1,84.93,77.15,70.1,68.1,68.23,71.93,85.88,94.1,100.13,105.6,99.05,94.1,81.1,79.16,72.5,
01/29/24,81.24,93.66,49.97,47.26,48.12,47.97,51.58,60.06,84.51,96.01,100.34,88.39,78.9,71.27,70.24,75.8,83.1,98.09,108.11,125.33,116.78,107.52,91.2,85.77,83.26,80.29,
01/28/24,65.88,68.44,66.77,60.47,58.53,57.84,58.53,60.66,58.21,64.49,65.46,63.11,60.44,57.9,54.58,52.29,60.91,69,79.74,88.43,85.99,83.4,81.04,70.63,66.65,56,
01/27/24,69.68,74.11,59.86,57.12,58.48,56.01,55.92,57.22,59.89,66.63,79.2,75.97,64.17,57.18,55.84,53.88,59.97,73.1,85.76,93.05,97.23,93.91,84.83,78.44,75.97,72.7,
01/26/24,81.85,91.49,62.8,62,58.49,57.89,64.18,72.49,86.45,120.05,120.15,92.87,84.13,82.67,77.76,76.93,84.39,90.12,97.98,100.65,100.07,90.16,82.32,73.65,64.11,62,
01/25/24,80.44,92.94,50.11,49.61,48.53,48.05,51.39,63.43,77.31,98.35,97.52,89.41,84.26,78.66,74.95,77.26,83.97,89.11,97.48,118.02,112.77,111.91,90.88,84.67,78.88,73.95,
01/24/24,75.82,89.95,56.96,57.35,54.71,45.92,47.58,62,77.41,96.36,98.2,92.35,87.52,87.09,83.23,84.97,89.67,88.35,89.82,94.66,93.94,89.57,76.22,62,53.59,50.1,
01/23/24,76.46,84.37,51.9,51.83,53.67,49.54,53.64,69.39,94.06,104.11,102.24,89.52,78.52,66.86,61.38,63.09,73.84,82.16,92.95,105.98,103.04,92.91,89.14,78.46,72.26,54.62,
01/22/24,80.68,91.24,50.97,52.28,49.8,42.65,47.99,67.63,91.2,114.5,113.3,114,80.11,77.14,64.7,81.94,83.09,87.43,99.1,95.64,90.59,107.86,93.79,80.1,80.57,70,
01/21/24,63.71,66.23,69.02,57.88,55.15,50.89,52.19,57.16,56.76,62,64.48,59,55,53.13,47.16,47.07,55.18,67.1,83.52,86.49,90.22,86.44,82.91,65.61,64.79,59.85,
01/20/24,75.5,81.7,70.05,64.52,65.72,63,62.36,62.96,65.01,69.79,77.85,81.31,75.41,72.69,69.98,69.09,73.4,80.08,90.15,96.85,100.84,92.76,87.1,76.23,75.65,69.13,
01/19/24,82.02,91.39,70.5,66.44,65.94,62.76,63.32,67.55,78.26,91.31,104.27,103.4,96.44,86.79,78.14,73.91,75.74,88.72,94.51,100.73,99.26,94.75,86.66,74.68,76.35,68.1,
01/18/24,96.18,108.86,79.61,76.94,74.47,73.84,75.19,79.82,95.07,110.22,124.77,121.02,115.29,111.19,103.99,98.77,99.41,103.45,107.37,110.55,107.15,103.33,96.78,84.12,82.28,73.61,
01/17/24,101.3,114.68,82.25,78.97,73.97,72.95,73.72,85.9,98.9,108,107.69,107.16,110.33,111.1,113,114.99,115.36,115.5,117.86,129.07,120.42,113.69,106.97,98.68,91.8,83.02,
01/16/24,108.11,123.97,83.05,81.77,80.24,78.33,77.54,83.75,103.77,121.6,144.11,138.6,122,110,103.1,105.59,112.34,125.05,130.82,138.81,133.28,123.99,114.19,100.93,94.83,86.88,
01/15/24,89.67,98.22,71.1,67.24,64.74,62.04,62.51,71.19,88.95,107.31,101.46,100.67,95.28,90.27,84.81,84.57,88.97,95.4,102.24,109.15,113.45,112.38,104.04,94.4,91.92,88.04,
01/14/24,77.71,84.35,69.74,67.61,66.9,66.26,66.46,67.54,68.04,72.49,77.07,82.77,83.08,83.52,81.34,77.04,79.15,82.32,86.62,91.86,97.72,89.71,82.28,80.02,77.09,68.39,
01/13/24,84.39,88.47,90,84.63,82,78.47,75,75.68,80.41,83.64,91.11,86.84,83.6,77.17,71.48,71.37,83.72,95.54,101.56,101.32,100.2,97.78,88.91,82.66,71.98,70.4,
01/12/24,107.24,119.17,90.44,87.7,85.5,84.88,86.51,91.56,103.11,120.86,140.74,134.96,122.01,114.73,106.98,103.08,104.54,110,120,127.5,126,119.47,109.18,100.21,95.47,88.24,
01/11/24,109.39,121.96,91.75,88.59,87.25,82.38,82.02,88.73,102.01,117.26,141,129.16,113.65,106.48,99.38,99,105.98,117.48,134.83,147.12,137.11,132.31,118.68,107.19,100,96.01,
01/10/24,111.9,124.69,88.56,86.76,86.73,85.66,87.08,90.17,108.96,126.69,141.13,130.39,118.51,109.13,101.47,106.54,113.48,124.36,135.36,143.79,140,132.15,120,109.12,104.17,95.39,
01/09/24,108.65,119.19,87.33,86.18,85,84.08,84.98,89.36,106.75,121.23,132.64,120.85,112.05,104.7,99.16,99.7,110,118.55,127.62,137.7,137.29,130.05,119.5,110.99,105.42,96.36,
01/08/24,101.53,112.59,83.15,81.94,75.16,72.04,77.81,82.1,94.3,110.79,121.11,117.83,110.28,102.92,95.48,93,100,107.98,120.34,130.1,130,122.01,114.18,102.77,99.94,91.49,
01/07/24,86.31,91,84.08,79.82,76.76,73.46,71.86,72.08,74.9,77.69,81.79,84.86,87,88.92,88.66,84.81,84.34,88.01,93.42,101.77,104.85,103.55,100.5,93.31,91.17,83.86,
01/06/24,88.5,96.82,82.25,80.2,76.13,73.01,73.01,74.59,75.1,81.39,88.4,92.23,97.3,100.23,99.16,94.32,92.42,93.7,97.16,104.3,103.63,99,92.14,88,86.57,79.87,
01/05/24,95,103.95,86.08,80.51,77.01,72.78,71.86,74.73,88.99,98.95,101.27,98.82,97.12,98.43,95.6,99.24,105.83,108.29,110.35,113.27,111.28,107.91,103.86,96.14,94.92,86.8,
01/04/24,81.41,96.49,57.3,50.46,40,25.48,35,57.73,72.65,85.02,91.47,94.2,90.53,88.82,85.33,85.96,92.11,98.62,104.02,109.16,109.73,107.87,100,93.21,90.77,88.49,
01/03/24,51.19,68.32,13.45,12.21,11.57,11.3,11.94,13.41,26.52,44.5,62.27,64.74,59.82,57.4,56.34,56.31,62.29,70.76,77.31,84.3,85.72,82.61,73.23,67.41,65,58.12,
01/02/24,55.26,76.38,28.59,19.36,25.45,15.07,9.06,29.45,43.69,67.3,72.6,71.49,71.29,74.15,76.63,77.3,79.32,80.06,82.61,82.12,77.66,71.3,59.29,47.9,41.08,23.38,
01/01/24,18.06,21.64,0.1,0.01,0.03,0,0,0,0.02,0,0,0.04,0.06,0.54,2.24,2.83,7.04,28.49,47.48,57.11,58.91,54.97,48.61,42.15,47.34,35.55,
12/31/23,18.74,25.26,33.3,11.81,4,0.31,6.89,13.15,12.82,14.82,17.59,20.61,14,18.55,21.13,18.02,19.45,24.35,44.8,47.42,35.75,21.49,19.19,8.71,10.68,11.02,
12/30/23,35.41,46.68,13.54,8.14,8.88,5.69,5.75,8.2,9.87,23.02,31.66,32,26.67,23.16,21.96,24.94,42.04,55.31,72.12,79.2,79.99,71.09,62.01,51.24,50.1,43.23,
12/29/23,15.25,21.29,1.18,0.95,0.57,0.11,0.3,1.28,6.49,6.3,12.62,17,10.4,9.84,7.87,8.23,17.46,25.46,36.92,37.91,37.31,34.48,27.64,21.28,25.56,18.93,
12/28/23,31.57,42.12,13.26,12.8,12.56,11.55,13.05,19.69,26.57,36.66,40.97,39.19,32.8,24.71,19.88,22.68,34.03,54.6,65.58,62.55,57.33,51.08,40.1,30.33,25.15,10.66,
12/27/23,59.41,74.56,40.6,47.35,48.87,44.75,44.08,49.9,65.06,73.13,78.76,77.42,69.12,70.09,68.66,68.07,72.04,77.49,85.66,83.25,76.14,68,54.73,29.95,22.53,10.29,
12/26/23,21.43,26.26,0.01,0.05,0.04,-1.03,-1.58,-0.52,0.26,0.95,5.29,8.21,6.93,3.48,2.86,0.34,5.95,21.86,61.91,65.41,66.66,66.22,61.84,49.73,53.97,35.42,
12/25/23,1.75,5.8,-2.72,-3.88,-6.5,-9.15,-11.53,-5.9,-6.42,-4.32,-0.06,0.24,1.34,0.4,0.01,0,0.02,2.21,11.21,18.99,19.76,15.48,10.06,7.16,5.41,0.08,
12/24/23,12.83,21.72,5.1,1.99,3.1,2.65,2.11,1.69,8.44,14.44,18.01,20.57,20.35,18.92,19.28,19.54,22.48,34.51,34.02,30.48,15.09,7.44,1.5,1.48,4.73,-0.08,
12/23/23,29.17,47.59,3.56,0.94,0.06,0.01,0,0.01,0.14,7.43,20,42.08,40.15,42.54,43.42,45.72,48.37,49.71,56.51,61.87,62.23,58.44,47.48,37.91,22.17,9.38,
12/22/23,35.66,50.69,6.01,3.93,1.64,1.41,1.83,14.44,40.1,57.63,57.39,52.7,42.47,41.26,41.35,43,46.86,54.1,56.32,56.78,60.01,55.98,46.56,31.77,30.41,12,
12/21/23,66.97,90.86,35.36,32.41,26.5,14.26,13.42,39.49,64.9,87.96,90.11,93.73,91.11,81.82,91.01,88.7,91.33,100.06,103.95,90.92,83.93,83.61,71.8,60.31,47.51,23.05,
12/20/23,74.53,85.36,57.85,50.48,48,39.98,49.51,58.27,82.1,112.84,98.88,90.6,82.9,74.48,71.03,75.41,81.42,87.01,91.09,94.96,89.75,86.84,81.99,71.1,61.42,50.71,
12/19/23,86.3,95.66,69.5,63.05,64.14,60.16,61.41,68.21,95.72,107.93,109.75,94.97,86.1,79.71,76.5,79.56,85.14,99.38,109.27,110.74,108.97,107.82,96.92,89.41,86.15,60.64,
12/18/23,84.59,95.44,59.47,59.25,57.52,53.41,56.86,69.72,90.19,110.25,113.69,104.15,89.03,81.17,74.89,77.14,86.44,93.95,104.32,109.41,110.61,100.43,97.78,89.42,79.61,61.41,
12/17/23,59.34,67.92,46.5,45.19,49.13,29.31,26.49,30.3,40.03,47.31,58.01,59.17,54.43,49,43.71,42.16,57.12,67.71,87.28,101.52,99.85,95.12,88.9,76.45,71.59,57.77,
12/16/23,73.38,83.68,67.2,63.21,60.37,58,54.1,55.64,59.34,65.1,79.89,85.57,82.43,77.82,75.37,72.12,79.18,81.77,91.21,93.38,96.42,88.94,77.59,67.6,70.88,58.07,
12/15/23,95.06,104.5,85.18,82.1,78.92,75.26,75.16,80.41,95.97,109.24,121.5,118.62,110.05,103.61,96.53,90.75,94.27,100.36,108.22,106.93,105.61,97.56,93.36,88.36,86.77,76.71,
12/14/23,105.28,122.1,77.34,76.12,76.27,76,77.16,81.84,99.18,116.52,125.6,122.52,121.85,121.95,115.48,116.5,118.18,123.31,128.95,128.07,126.06,116.75,104.8,96.2,94.46,85.57,
12/13/23,100.71,114.43,79.61,76.69,74.34,72.86,75.39,81.9,97.13,116.75,114.47,115.23,113.26,114.35,113.04,114,113.25,115.52,116.24,117.71,114.8,111.29,101.65,90.88,92.35,84.25,
12/12/23,113.8,131.59,88.57,87.06,85.62,84.42,85.34,88,112.72,130.06,155.59,140,129.99,124.51,124.17,123,126.61,137.73,144.57,136.37,122.54,114.01,109.79,101.92,94.73,83.82,
12/11/23,96.81,123.6,39.12,25.12,23.25,20.16,24.2,70.11,102.73,126.39,130.55,120.34,112.02,104.96,107.54,108.7,124.99,128.67,138.18,142.05,135.14,130.09,117.51,106.39,98.1,87.11,
12/10/23,64.61,83.5,36.21,27.43,22.2,16.41,18.14,24.01,27.38,56.42,73.3,78.57,81.52,74.95,74.06,72.33,79.7,85.38,93.09,96.38,95.84,96.9,94.25,86.5,73.09,66.65,
12/09/23,90.29,104.63,95,85.1,79.49,73.07,69.05,72.04,76.04,86.21,93.07,100.81,101.28,105.3,102.3,104.81,105.47,105.3,111.45,111.41,111.74,102.59,92.72,74.6,61.93,46.18,
12/08/23,106.54,119.5,87.09,83.26,81.43,79.52,80,87.04,107.2,116.61,120.13,122.54,120.41,120.67,120.29,118.84,119.53,118.19,118.99,120.96,118.6,114.82,108.06,101.12,101.19,90.58,
12/07/23,117.5,132.48,99.2,97.85,96.86,91.81,89.92,94.53,114.85,131.12,150,137.7,131.84,132.44,132.12,129.7,129.05,129.12,134,131.17,130.68,121.88,116.24,107.38,103.42,87.08,
12/06/23,129.43,154.56,94.97,93.1,92.57,90.96,90.59,93.89,108.54,133.77,167,166.54,150,146.29,143.86,139.49,140.22,143.99,164,178.07,165.28,149.93,129.91,115.68,107.33,100.44,
12/05/23,125.51,148.85,90.85,88.01,85.73,83.62,84.71,91.02,108.93,131.93,160.26,157.41,156.01,146.02,139.44,140,141.49,142.19,160,154.39,147.47,141.56,128.63,117.83,111.55,103.28,
12/04/23,119.37,138.47,93.86,89.81,88.02,85.38,85.83,93.88,108.71,141.53,151.01,134.09,131.88,130.7,126.52,133.49,134.69,139.27,148.08,155.41,144.76,131.75,119,105.55,100,91.76,
12/03/23,104.59,111.33,92.21,104.8,103.39,101.23,96.56,93.1,89.65,92.83,97.02,100.15,104.96,105.07,102.91,100,105.68,115,122.2,127.9,129.05,126.07,112.33,100,99.09,89,
12/02/23,117.34,126.13,107.5,103.65,114.5,101.72,107.73,103.47,103.16,115.29,120.37,127.99,130.75,127,120.26,114.58,118.52,123.5,129.79,138.19,135.1,127.55,117.99,105.1,112.56,110,
12/01/23,151.13,189.24,106.91,102.63,99.1,95.88,96.07,101.33,118.71,150.58,197.85,211.29,200,197,181.88,166.69,165.92,180.01,198,217.21,190,165,140.02,123.67,113.94,107.41,
11/30/23,166.68,213.86,104.79,104.52,102.2,100,101.63,106.3,129.41,168.09,219.27,235.65,218.76,219.52,193.02,187.88,195,195,226,258.63,227.15,190.4,152.07,132.02,122.25,110.82,
11/29/23,141.6,169.75,98.25,92.07,93.52,94.94,86.33,95.7,118.19,139.6,151.6,144.23,133.75,129.55,128.64,133.32,147.88,168,200,250,250,200,161,139.01,128.5,114.27,
11/28/23,122.8,151.18,77.74,70.49,67.47,64.09,68.29,80.89,101.3,127.14,138.76,142.74,138.33,138.52,135.75,137.74,142.77,150,164.01,189.98,177,158.55,137.27,124.94,112.77,100.6,
11/27/23,122.23,142.66,97.31,92.24,89.9,88.82,87.91,94.09,122.01,138.11,144.99,139.41,138,136.94,133.97,132.67,137.15,143.81,161.1,163.68,145.78,134.43,121.8,105.95,98.25,85.08,
11/26/23,99.99,114.65,94.23,54.27,44.99,42.63,51.27,49.96,94.46,113.27,92.9,94.08,90.27,93.17,95,101.64,115.1,123.26,134.15,144.58,148.3,143.33,135.91,122.41,118.99,101.58,
11/25/23,94.58,101.61,78.07,74.03,72.07,71.61,69.99,74.19,79.81,87.08,94.29,93.19,89.17,87.06,85.92,84.1,90.09,100.01,116.25,124.1,128,127.19,121.6,114.4,110.01,97.71,
11/24/23,85.35,116.6,20.76,13.34,9.11,3.7,8.58,34.24,80.52,118.89,125.43,108.23,99.37,90.95,94.01,101.74,115.92,127.2,144.47,134.57,140.26,117.02,104.35,90.49,85.68,79.65,
11/23/23,96.03,120.86,64.97,46.05,41.12,30.13,46.3,83.52,112.86,140,144.44,114.59,99.14,90.48,86.71,107.41,128,136.3,158.36,143.7,129.06,112.16,104.54,87.87,65.61,31.43,
11/22/23,110.3,121.1,98,95.01,95.01,92,92.47,94.61,119.29,135,147.28,129.73,113.15,100.93,91.39,101.62,123.02,127,134.67,134.86,129.89,119.69,109.02,92.07,92.86,78.57,
11/21/23,122.88,138.42,102.75,98.2,96.12,91.17,95.06,102,123.76,134.71,139.7,136.16,135,134.2,138.02,137.31,137.87,140.39,142.19,145.77,142.08,132.35,124.79,110.52,110.91,98.04,
11/20/23,107.42,126.02,68.3,62.68,59.91,57.67,63.43,80.43,107.77,132.08,131.42,123.23,114.68,112.63,108.44,116.61,124.62,129.91,137.93,141.16,139.98,131.66,120.55,107.01,108.05,97.88,
11/19/23,41.32,50,23.18,8.61,4.1,0.13,0.07,0.09,2.33,5.59,14.42,18.14,12.62,12.68,11.7,20.75,37.56,70.71,93.1,96.19,106.38,105.78,93.1,86.31,88.05,80.05,
11/18/23,92.46,98.97,110.56,97.38,90.61,85.01,81.21,82.42,84.54,92.08,97.98,94.12,89.2,85.35,87.17,87.06,90.95,102.98,110.05,118.46,117.88,106.46,97.55,81.52,73.08,55.42,
11/17/23,123.32,134.59,106,100,96.03,92.77,95.7,103.2,124.4,131.03,141.92,134.75,127.52,126.02,120.26,120.37,123.91,129.63,135.71,146.32,158.67,150.03,129.98,122.4,123.58,119.37,
11/16/23,118.29,138.46,85.47,83.26,76.89,75.51,81.66,91.44,109.01,126.9,129.99,128.59,120.1,116.62,122.63,125.77,135.27,149.44,166.01,179.99,159.4,127.65,121.3,115,110.2,100.85,
11/15/23,102.94,115.16,81.1,76.42,72.9,70.69,74.45,90.57,106.7,128.4,128.54,119.61,109.86,97.75,95.04,97.91,101.76,116.68,126.88,136.84,129.9,121.2,111.67,99.7,91.66,84.21,
11/14/23,78.56,97.23,33.57,22.14,18.01,14.84,14.73,34.73,94.11,104.33,99.98,88.25,76.9,72.82,77.67,82.94,88.54,101.58,111.93,123.4,125.08,117.64,106.61,100.31,89.83,85.5,
11/13/23,110.28,130.39,91.26,86.82,87,86.24,84.89,89.55,116.26,133.6,144.46,126.81,119.13,117.51,114.5,113.67,119.09,129.55,134.91,149.43,150.32,145.3,107.52,93.71,77,28.26,
